feature,importance,importance_pct,cumulative_pct
Model_Description_928F,2,0.01,97.54
Base_Model_325,2,0.01,97.55
Model_Description_140HNA,2,0.01,97.56
Model_Description_LB75B,2,0.01,97.57
Model_Description_WA250-1,2,0.01,97.58
Model_Description_TD25G,2,0.01,97.59
Secondary_Description_EX,2,0.01,97.6
Model_Description_1400B,2,0.01,97.61
Base_Model_FG65,2,0.01,97.62
Base_Model_WA350,2,0.01,97.63
Base_Model_770,2,0.01,97.64
Base_Model_S250,2,0.01,97.65
Model_Description_650G,2,0.01,97.66
Base_Model_S220,2,0.01,97.67
Model_Description_520B,2,0.01,97.68
Stick_Length_9'_7,2,0.01,97.69
Base_Model_HE220,2,0.01,97.7
Model_Description_W11B,2,0.01,97.71
Base_Model_307,2,0.01,97.72
Base_Model_KSS70,2,0.01,97.73
Model_Descriptor_SA,2,0.01,97.74
Model_Description_307C,2,0.01,97.75
Product_Class_Description_Type_E_-_110_0_to_120_0_Horsepower,2,0.01,97.76
Model_Series_-3LC,2,0.01,97.77
Base_Model_CX160,2,0.01,97.78
Model_Description_S300,2,0.01,97.79
Model_Descriptor_2,2,0.01,97.8
Base_Model_972,2,0.01,97.81
Base_Model_PC130,2,0.01,97.82
Model_Description_RC100,2,0.01,97.83
Model_Series_3,2,0.01,97.84
Model_Description_1840,2,0.01,97.85
Base_Model_PC128,2,0.01,97.86
Touchpad_Type_Street,2,0.01,97.87
Model_Description_112F,2,0.01,97.88
Product_Class_Description_Type_C_-_2_0_to_3_0_Metric_Tons,2,0.01,97.89
Model_Description_D3CIII,2,0.01,97.9
Model_Description_310E,2,0.01,97.91
Model_Descriptor_8,2,0.01,97.92
Product_Class_Description_Type_E_-_150_0_to_175_0_Horsepower,2,0.01,97.93
Model_Series_-5L,2,0.01,97.94
Product_Class_Description_Type_E_-_175_0_to_200_0_Horsepower,2,0.01,97.95
Base_Model_1850,2,0.01,97.96
Base_Model_PC160,2,0.01,97.97
Model_Description_200LC,2,0.01,97.98
Stick_Length_11'_0,2,0.01,97.99
Model_Description_E240C,2,0.01,98.0
Model_Description_330L,2,0.01,98.01
Model_Description_216,2,0.01,98.02
Model_Description_D65PX-12,2,0.01,98.03
Transmission_Powershift,2,0.01,98.04
Base_Model_12,2,0.01,98.05
Screen_Size_1_Unknown,2,0.01,98.06
Steering_Controls_Conventional,2,0.01,98.07
Touchpad_Type_Reversible,2,0.01,98.08
Base_Model_D37,2,0.01,98.09
Product_Class_Description_Type_C_-_28_0_to_33_0_Metric_Tons,2,0.01,98.1
Model_Description_320CL,2,0.01,98.11
Base_Model_A550,2,0.01,98.12
Model_Description_SH200,2,0.01,98.13
Base_Model_PC600,2,0.01,98.14
Base_Model_A450,2,0.01,98.15
Base_Model_1088,2,0.01,98.16
Base_Model_A300,2,0.01,98.17
Base_Model_910,2,0.01,98.18
Base_Model_DH130,2,0.01,98.19
State_of_Usage_Nevada,2,0.01,98.2
Model_Description_EC160BLC,2,0.01,98.21
Model_Description_DSL801,2,0.01,98.22
Model_Description_D8N,2,0.01,98.23
Model_Description_RC60,2,0.01,98.24
Product_Class_Description_Type_E_-_80_0_to_90_0_Horsepower,2,0.01,98.25
Model_Description_350C,2,0.01,98.26
Model_Description_PC220LC7,2,0.01,98.27
Product_Class_Description_Type_C_-_5_0_to_6_0_Metric_Tons,2,0.01,98.28
State_of_Usage_Massachusetts,2,0.01,98.29
Model_Description_PC120-3,2,0.01,98.3
Model_Descriptor_LCR,2,0.01,98.31
Model_Description_KSS60Z,1,0.01,98.32
Model_Description_PC400LC6LK,1,0.01,98.33
Model_Series_V,1,0.01,98.34
Model_Description_902,1,0.01,98.35
Model_Description_PC200LC6L,1,0.01,98.36
Base_Model_ZX160,1,0.01,98.37
Product_Class_Description_Type_C_-_3_0_to_4_0_Metric_Tons,1,0.01,98.38
Model_Description_WA380-1,1,0.01,98.39
Base_Model_1400,1,0.01,98.4
Model_Description_PC400LC6,1,0.01,98.41
Model_Description_455,1,0.01,98.42
Screen_Size_26_5,1,0.01,98.43
Base_Model_315,1,0.01,98.44
Transmission_None_or_Unspecified,1,0.01,98.45
Model_Description_672A,1,0.01,98.46
Model_Description_TX760B,1,0.01,98.47
Model_Description_936E,1,0.01,98.48
Model_Description_D53,1,0.01,98.49
Model_Description_PC200LC3,1,0.01,98.5
Base_Model_PC28,1,0.01,98.51
Base_Model_ZX330,1,0.01,98.52
Base_Model_250,1,0.01,98.53
Model_Description_T175,1,0.01,98.54
Model_Description_PC200LC7,1,0.01,98.55
Screen_Size_1_18_inch,1,0.01,98.56
Model_Description_450JLT,1,0.01,98.57
Model_Description_1500D,1,0.01,98.58
Thumb_Unknown,1,0.01,98.59
Model_Description_120LC,1,0.01,98.6
Base_Model_666,1,0.01,98.61
Base_Model_924,1,0.01,98.62
Model_Description_904B,1,0.01,98.63
Model_Description_312BL,1,0.01,98.64
Base_Model_HL760,1,0.01,98.65
Model_Description_S160,1,0.01,98.66
Model_Description_BD2H,1,0.01,98.67
Model_Description_D5CIIIXL,1,0.01,98.68
Model_Description_TD8E,1,0.01,98.69
Model_Description_PC220LC6L,1,0.01,98.7
Model_Description_PC220LC6LE,1,0.01,98.71
Model_Descriptor_LE,1,0.01,98.72
Model_Description_510C,1,0.01,98.73
Base_Model_HL740,1,0.01,98.74
Model_Description_EX300LC2,1,0.01,98.75
Model_Description_TD20,1,0.01,98.76
Model_Description_10C,1,0.01,98.77
Base_Model_PC75,1,0.01,98.78
Base_Model_D32,1,0.01,98.79
Model_Descriptor_LT,1,0.01,98.8
Travel_Possibilities_Unknown,1,0.01,98.81
Base_Model_A500,1,0.01,98.82
Model_Description_650HLGP,1,0.01,98.83
Model_Description_543,1,0.01,98.84
Base_Model_W20,1,0.01,98.85
Base_Model_W36,1,0.01,98.86
Model_Description_PC250LC6,1,0.01,98.87
Model_Description_275B,1,0.01,98.88
Hydraulics_Flow_Unknown,1,0.01,98.89
Model_Description_770A,1,0.01,98.9
Model_Description_XL2200,1,0.01,98.91
Model_Description_LX485,1,0.01,98.92
Model_Description_310SG,1,0.01,98.93
Model_Description_WA320,1,0.01,98.94
Model_Descriptor_Z,1,0.01,98.95
Model_Description_MC90,1,0.01,98.96
Model_Description_310SE,1,0.01,98.97
Model_Description_246,1,0.01,98.98
Model_Description_644G,1,0.01,98.99
Base_Model_DH320,1,0.01,99.0
Base_Model_580,1,0.01,99.01
Model_Descriptor_XT,1,0.01,99.02
Model_Description_ZX160LC,1,0.01,99.03
Model_Description_B50,1,0.01,99.04
Model_Description_65C,1,0.01,99.05
Base_Model_MT50,1,0.01,99.06
Model_Description_TL150,1,0.01,99.07
Base_Model_HR1_6,1,0.01,99.08
Model_Description_EX230LC-5,1,0.01,99.09
Base_Model_PC38,1,0.01,99.1
Model_Description_770CH,1,0.01,99.11
Base_Model_970,1,0.01,99.12
Model_Description_307B,1,0.01,99.13
Base_Model_PC400,1,0.01,99.14
Base_Model_VIO70,1,0.01,99.15
Base_Model_R200,1,0.01,99.16
Base_Model_590,1,0.01,99.17
Model_Description_PC200-3,1,0.01,99.18
Model_Description_D21P-5,1,0.01,99.19
Secondary_Description_Q,1,0.01,99.2
Secondary_Description_PX,1,0.01,99.21
Screen_Size_1_30_inch,1,0.01,99.22
Model_Description_PC300LC5L,1,0.01,99.23
Base_Model_863,1,0.01,99.24
Model_Series_-3,1,0.01,99.25
Model_Description_D3B,1,0.01,99.26
Base_Model_792,1,0.01,99.27
Model_Description_416,1,0.01,99.28
Base_Model_S150,1,0.01,99.29
Base_Model_1700,1,0.01,99.3
Model_Description_D7F,1,0.01,99.31
Model_Description_SK135SRLC,1,0.01,99.32
Base_Model_873,1,0.01,99.33
Base_Model_W24,1,0.01,99.34
Model_Description_420D,1,0.01,99.35
Model_Description_D3G,1,0.01,99.36
Base_Model_T250,1,0.01,99.37
Stick_Length_12'_10,1,0.01,99.38
Base_Model_753,1,0.01,99.39
Model_Description_E240BL,1,0.01,99.4
Base_Model_FD30,1,0.01,99.41
Base_Model_892,1,0.01,99.42
Model_Description_345BL,1,0.01,99.43
Model_Description_PC120LC6,1,0.01,99.44
Model_Series_-20,1,0.01,99.45
Base_Model_RC100,1,0.01,99.46
Model_Description_ZX330LC,1,0.01,99.47
Model_Description_963,1,0.01,99.48
Base_Model_KSS80,1,0.01,99.49
Secondary_Description_US,1,0.01,99.5
Model_Description_JS220LC,1,0.01,99.51
Model_Description_1700B,1,0.01,99.52
Base_Model_360,1,0.01,99.53
State_of_Usage_New_Jersey,1,0.01,99.54
Base_Model_RC50,1,0.01,99.55
State_of_Usage_New_Hampshire,1,0.01,99.56
Model_Description_SK45SR,1,0.01,99.57
Model_Description_12,1,0.01,99.58
Model_Series_-12,1,0.01,99.59
Model_Description_D31P18A,1,0.01,99.6
Model_Description_PC120-5,1,0.01,99.61
Model_Description_211LC,1,0.01,99.62
Model_Description_D31P,1,0.01,99.63
Model_Description_JS130LC,1,0.01,99.64
Model_Description_85XT,1,0.01,99.65
Model_Description_EX750-5,1,0.01,99.66
Model_Series_-1L,1,0.01,99.67
Model_Description_JS130,1,0.01,99.68
Base_Model_TL150,1,0.01,99.69
Base_Model_3CX,1,0.01,99.7
Model_Description_1900Z,1,0.01,99.71
Model_Description_D41P,1,0.01,99.72
Model_Description_E120B,1,0.01,99.73
State_of_Usage_Pennsylvania,1,0.01,99.74
Model_Description_D20P,1,0.01,99.75
Base_Model_T175,1,0.01,99.76
Product_Class_Description_Type_D_-_75_0_to_85_0_Horsepower,1,0.01,99.77
Model_Description_580L,1,0.01,99.78
Model_Description_A450E,1,0.01,99.79
Base_Model_E200,1,0.01,99.8
Model_Description_WA420-1,1,0.01,99.81
Product_Class_Description_Type_C_-_50_0_to_66_0_Metric_Tons,1,0.01,99.82
Model_Description_D155AX-5,1,0.01,99.83
Model_Description_320L,1,0.01,99.84
Base_Model_236,1,0.01,99.85
Base_Model_DSL801,1,0.01,99.86
Base_Model_416,1,0.01,99.87
Model_Series_II,1,0.01,99.88
Model_Description_624H,1,0.01,99.89
Base_Model_216,1,0.01,99.9
Model_Description_624J,1,0.01,99.91
Model_Description_750B,1,0.01,99.92
Model_Description_D21A-5,1,0.01,99.93
Product_Group_Description_UK,1,0.01,99.94
Base_Model_75,1,0.01,99.95
Model_Description_E180L,1,0.01,99.96
Base_Model_3200,0,0.0,99.96
Model_Description_ZX600,0,0.0,99.96
Model_Description_PR712M,0,0.0,99.96
Base_Model_335,0,0.0,99.96
Base_Model_319,0,0.0,99.96
Base_Model_337,0,0.0,99.96
Base_Model_34,0,0.0,99.96
Model_Description_ZX350LCH3,0,0.0,99.96
Base_Model_3400,0,0.0,99.96
Model_Description_ZX350LC3,0,0.0,99.96
Base_Model_334,0,0.0,99.96
Base_Model_104,0,0.0,99.96
Model_Description_ZX50,0,0.0,99.96
Model_Description_PR711,0,0.0,99.96
Model_Description_ZX50U,0,0.0,99.96
Base_Model_332,0,0.0,99.96
Base_Model_1066,0,0.0,99.96
Base_Model_328,0,0.0,99.96
Model_Description_ZX350LC,0,0.0,99.96
Model_Description_PR721C,0,0.0,99.96
Base_Model_305,0,0.0,99.96
Model_Description_ZX350H,0,0.0,99.96
Model_Description_PR711M,0,0.0,99.96
Model_Description_ZX50U-2,0,0.0,99.96
Base_Model_341,0,0.0,99.96
Base_Model_344,0,0.0,99.96
Model_Description_ZX70,0,0.0,99.96
Model_Description_ZX75,0,0.0,99.96
Model_Description_ZX35U,0,0.0,99.96
Model_Description_ZX75USA,0,0.0,99.96
Model_Description_ZX450LCH,0,0.0,99.96
Model_Description_ZX80,0,0.0,99.96
Model_Description_ZX800,0,0.0,99.96
Base_Model_308,0,0.0,99.96
Base_Model_316,0,0.0,99.96
Model_Description_PR721,0,0.0,99.96
Model_Description_ZX450,0,0.0,99.96
Model_Description_ZX35U3,0,0.0,99.96
Model_Description_ZX450-3,0,0.0,99.96
Model_Description_ZX800LC,0,0.0,99.96
Base_Model_324,0,0.0,99.96
Base_Model_33,0,0.0,99.96
Model_Description_ZX35U-NA,0,0.0,99.96
Model_Description_ZX35U-2,0,0.0,99.96
Base_Model_329,0,0.0,99.96
Base_Model_314,0,0.0,99.96
Base_Model_323,0,0.0,99.96
Model_Description_ZX80LCK,0,0.0,99.96
Model_Description_ZX850H,0,0.0,99.96
Base_Model_317,0,0.0,99.96
Model_Description_ZX75US,0,0.0,99.96
Model_Description_ZX35UNA-2,0,0.0,99.96
Model_Description_ZX450LC,0,0.0,99.96
Model_Description_ZX370LC,0,0.0,99.96
Base_Model_100,0,0.0,99.96
Model_Description_ZX600LC,0,0.0,99.96
Base_Model_3170,0,0.0,99.96
Base_Model_331,0,0.0,99.96
Model_Description_ZX450LC3,0,0.0,99.96
Base_Model_313,0,0.0,99.96
Model_Description_ZX370,0,0.0,99.96
Base_Model_190,0,0.0,99.96
Base_Model_304_5,0,0.0,99.96
Base_Model_2109,0,0.0,99.96
Base_Model_213LC,0,0.0,99.96
Base_Model_213,0,0.0,99.96
Base_Model_1600,0,0.0,99.96
Base_Model_163,0,0.0,99.96
Base_Model_212,0,0.0,99.96
Model_Description_PR722M,0,0.0,99.96
Base_Model_2105,0,0.0,99.96
Base_Model_231,0,0.0,99.96
Base_Model_165,0,0.0,99.96
Model_Description_PR731,0,0.0,99.96
Base_Model_1650,0,0.0,99.96
Base_Model_2099,0,0.0,99.96
Base_Model_2095,0,0.0,99.96
Base_Model_166,0,0.0,99.96
Model_Description_PR731C,0,0.0,99.96
Base_Model_215,0,0.0,99.96
Base_Model_217,0,0.0,99.96
Base_Model_219,0,0.0,99.96
Base_Model_22,0,0.0,99.96
Base_Model_155,0,0.0,99.96
Base_Model_220,0,0.0,99.96
Base_Model_221,0,0.0,99.96
Base_Model_153,0,0.0,99.96
Base_Model_225,0,0.0,99.96
Base_Model_2250,0,0.0,99.96
Base_Model_150,0,0.0,99.96
Base_Model_15,0,0.0,99.96
Base_Model_228,0,0.0,99.96
Base_Model_1450,0,0.0,99.96
Base_Model_229,0,0.0,99.96
Base_Model_230,0,0.0,99.96
Base_Model_17,0,0.0,99.96
Base_Model_170,0,0.0,99.96
Base_Model_2086,0,0.0,99.96
Base_Model_2044,0,0.0,99.96
Base_Model_185,0,0.0,99.96
Base_Model_1845,0,0.0,99.96
Base_Model_1840,0,0.0,99.96
Base_Model_1900,0,0.0,99.96
Base_Model_1838,0,0.0,99.96
Base_Model_1CX,0,0.0,99.96
Base_Model_20,0,0.0,99.96
Base_Model_1835,0,0.0,99.96
Base_Model_1830,0,0.0,99.96
Base_Model_2022,0,0.0,99.96
Base_Model_2040,0,0.0,99.96
Base_Model_1825,0,0.0,99.96
Base_Model_2042,0,0.0,99.96
Base_Model_1818,0,0.0,99.96
Base_Model_1800,0,0.0,99.96
Base_Model_1737,0,0.0,99.96
Base_Model_2050,0,0.0,99.96
Base_Model_18,0,0.0,99.96
Base_Model_2054,0,0.0,99.96
Base_Model_2060,0,0.0,99.96
Base_Model_2060XL,0,0.0,99.96
Base_Model_2064,0,0.0,99.96
Base_Model_17ZTS,0,0.0,99.96
Base_Model_2066,0,0.0,99.96
Base_Model_2070,0,0.0,99.96
Base_Model_1760XL,0,0.0,99.96
Base_Model_1750,0,0.0,99.96
Base_Model_1740,0,0.0,99.96
Base_Model_2076,0,0.0,99.96
Base_Model_208,0,0.0,99.96
Base_Model_2300,0,0.0,99.96
Base_Model_232,0,0.0,99.96
Base_Model_304,0,0.0,99.96
Base_Model_2SDK7,0,0.0,99.96
Base_Model_116,0,0.0,99.96
Base_Model_3_21,0,0.0,99.96
Base_Model_3_15,0,0.0,99.96
Base_Model_3,0,0.0,99.96
Base_Model_2SGK6,0,0.0,99.96
Base_Model_2SDK8,0,0.0,99.96
Base_Model_1166,0,0.0,99.96
Base_Model_143,0,0.0,99.96
Base_Model_2SDK10,0,0.0,99.96
Base_Model_118,0,0.0,99.96
Base_Model_2CX,0,0.0,99.96
Base_Model_290,0,0.0,99.96
Base_Model_1187,0,0.0,99.96
Base_Model_2810,0,0.0,99.96
Base_Model_30,0,0.0,99.96
Base_Model_1150,0,0.0,99.96
Base_Model_115,0,0.0,99.96
Base_Model_300,0,0.0,99.96
Base_Model_3000,0,0.0,99.96
Base_Model_301_5,0,0.0,99.96
Model_Description_PR722,0,0.0,99.96
Base_Model_301_6,0,0.0,99.96
Base_Model_1105,0,0.0,99.96
Base_Model_11,0,0.0,99.96
Base_Model_301_8,0,0.0,99.96
Base_Model_302,0,0.0,99.96
Base_Model_302_5,0,0.0,99.96
Base_Model_10DG,0,0.0,99.96
Base_Model_303,0,0.0,99.96
Base_Model_1080,0,0.0,99.96
Base_Model_303_5,0,0.0,99.96
Base_Model_2800,0,0.0,99.96
Base_Model_280,0,0.0,99.96
Base_Model_28,0,0.0,99.96
Base_Model_1340,0,0.0,99.96
Base_Model_24,0,0.0,99.96
Base_Model_240,0,0.0,99.96
Base_Model_2400,0,0.0,99.96
Base_Model_2410,0,0.0,99.96
Base_Model_242,0,0.0,99.96
Base_Model_244,0,0.0,99.96
Base_Model_246,0,0.0,99.96
Base_Model_137,0,0.0,99.96
Base_Model_248,0,0.0,99.96
Base_Model_25,0,0.0,99.96
Base_Model_2500,0,0.0,99.96
Base_Model_135,0,0.0,99.96
Base_Model_252,0,0.0,99.96
Base_Model_254,0,0.0,99.96
Base_Model_1300,0,0.0,99.96
Base_Model_272,0,0.0,99.96
Base_Model_2554,0,0.0,99.96
Model_Description_PR731CL,0,0.0,99.96
Base_Model_256,0,0.0,99.96
Base_Model_1288,0,0.0,99.96
Base_Model_260,0,0.0,99.96
Base_Model_262,0,0.0,99.96
Base_Model_2650,0,0.0,99.96
Base_Model_266,0,0.0,99.96
Base_Model_1280,0,0.0,99.96
Base_Model_268,0,0.0,99.96
Model_Description_PR731CM,0,0.0,99.96
Base_Model_1188,0,0.0,99.96
Base_Model_270,0,0.0,99.96
Base_Model_2700,0,0.0,99.96
Base_Model_198,0,0.0,99.96
Model_Description_R420LC,0,0.0,99.96
Base_Model_35,0,0.0,99.96
Base_Model_844,0,0.0,99.96
Base_Model_865,0,0.0,99.96
Base_Model_864,0,0.0,99.96
Base_Model_860,0,0.0,99.96
Base_Model_853,0,0.0,99.96
Base_Model_8500,0,0.0,99.96
Base_Model_850-2,0,0.0,99.96
Base_Model_85,0,0.0,99.96
Base_Model_845,0,0.0,99.96
Base_Model_843,0,0.0,99.96
Base_Model_870-2,0,0.0,99.96
Base_Model_840,0,0.0,99.96
Base_Model_84,0,0.0,99.96
Base_Model_835-2,0,0.0,99.96
Base_Model_830-2,0,0.0,99.96
Base_Model_830,0,0.0,99.96
Base_Model_8250,0,0.0,99.96
Base_Model_825,0,0.0,99.96
Base_Model_8240,0,0.0,99.96
Base_Model_866,0,0.0,99.96
Base_Model_872,0,0.0,99.96
Base_Model_760,0,0.0,99.96
Base_Model_9010,0,0.0,99.96
Base_Model_908,0,0.0,99.96
Base_Model_9045,0,0.0,99.96
Base_Model_9040,0,0.0,99.96
Base_Model_904,0,0.0,99.96
Base_Model_9030,0,0.0,99.96
Base_Model_9020,0,0.0,99.96
Base_Model_902,0,0.0,99.96
Base_Model_9013,0,0.0,99.96
Base_Model_901,0,0.0,99.96
Base_Model_880,0,0.0,99.96
Base_Model_9007,0,0.0,99.96
Base_Model_90,0,0.0,99.96
Base_Model_9,0,0.0,99.96
Base_Model_890,0,0.0,99.96
Base_Model_888,0,0.0,99.96
Base_Model_8875,0,0.0,99.96
Base_Model_885,0,0.0,99.96
Base_Model_883,0,0.0,99.96
Base_Model_824,0,0.0,99.96
Base_Model_8230,0,0.0,99.96
Base_Model_8220,0,0.0,99.96
Base_Model_800,0,0.0,99.96
Base_Model_8017,0,0.0,99.96
Base_Model_8015,0,0.0,99.96
Base_Model_8014,0,0.0,99.96
Base_Model_801_5,0,0.0,99.96
Base_Model_801_4,0,0.0,99.96
Base_Model_801,0,0.0,99.96
Base_Model_8008,0,0.0,99.96
Base_Model_8000,0,0.0,99.96
Base_Model_8,0,0.0,99.96
Base_Model_821,0,0.0,99.96
Base_Model_790,0,0.0,99.96
Model_Description_PC78MR-6,0,0.0,99.96
Base_Model_7810,0,0.0,99.96
Base_Model_780,0,0.0,99.96
Base_Model_7775,0,0.0,99.96
Base_Model_7753,0,0.0,99.96
Base_Model_775,0,0.0,99.96
Base_Model_773,0,0.0,99.96
Base_Model_8018,0,0.0,99.96
Base_Model_802,0,0.0,99.96
Base_Model_8025,0,0.0,99.96
Base_Model_8027,0,0.0,99.96
Base_Model_820-2,0,0.0,99.96
Base_Model_820,0,0.0,99.96
Base_Model_810,0,0.0,99.96
Base_Model_80C,0,0.0,99.96
Base_Model_8080,0,0.0,99.96
Base_Model_808,0,0.0,99.96
Base_Model_8060,0,0.0,99.96
Base_Model_806,0,0.0,99.96
Base_Model_8052,0,0.0,99.96
Base_Model_8050,0,0.0,99.96
Base_Model_805_2,0,0.0,99.96
Base_Model_8045,0,0.0,99.96
Base_Model_8040,0,0.0,99.96
Base_Model_804,0,0.0,99.96
Base_Model_8032,0,0.0,99.96
Base_Model_8030,0,0.0,99.96
Base_Model_803,0,0.0,99.96
Base_Model_90XT,0,0.0,99.96
Base_Model_914,0,0.0,99.96
Base_Model_916,0,0.0,99.96
Base_Model_B250,0,0.0,99.96
Base_Model_B372,0,0.0,99.96
Base_Model_B37,0,0.0,99.96
Base_Model_B3030,0,0.0,99.96
Base_Model_B300,0,0.0,99.96
Base_Model_B3,0,0.0,99.96
Base_Model_B27-2B,0,0.0,99.96
Base_Model_B27,0,0.0,99.96
Base_Model_B2630,0,0.0,99.96
Base_Model_B22-2B,0,0.0,99.96
Base_Model_AL20,0,0.0,99.96
Base_Model_B22,0,0.0,99.96
Base_Model_B21,0,0.0,99.96
Base_Model_B200,0,0.0,99.96
Base_Model_B17-2B,0,0.0,99.96
Base_Model_B17,0,0.0,99.96
Base_Model_B12,0,0.0,99.96
Base_Model_AX50,0,0.0,99.96
Base_Model_AX35,0,0.0,99.96
Base_Model_B4230,0,0.0,99.96
Base_Model_B5,0,0.0,99.96
Base_Model_B50,0,0.0,99.96
Base_Model_B502,0,0.0,99.96
Base_Model_BL570,0,0.0,99.96
Base_Model_BL475,0,0.0,99.96
Base_Model_BL470,0,0.0,99.96
Base_Model_BL375,0,0.0,99.96
Base_Model_BL370,0,0.0,99.96
Base_Model_BL275,0,0.0,99.96
Base_Model_BH80,0,0.0,99.96
Base_Model_BH70,0,0.0,99.96
Base_Model_BH65,0,0.0,99.96
Model_Description_PC750-6,0,0.0,99.96
Base_Model_B8250,0,0.0,99.96
Base_Model_B7800,0,0.0,99.96
Base_Model_B7610,0,0.0,99.96
Base_Model_B7,0,0.0,99.96
Base_Model_B6,0,0.0,99.96
Base_Model_B5370,0,0.0,99.96
Base_Model_B5060,0,0.0,99.96
Base_Model_AX27,0,0.0,99.96
Base_Model_A66,0,0.0,99.96
Base_Model_918,0,0.0,99.96
Base_Model_945,0,0.0,99.96
Base_Model_963,0,0.0,99.96
Base_Model_962,0,0.0,99.96
Base_Model_960,0,0.0,99.96
Base_Model_95XT,0,0.0,99.96
Base_Model_953,0,0.0,99.96
Model_Description_PC75UU-2,0,0.0,99.96
Model_Description_PC75UU-3,0,0.0,99.96
Base_Model_95,0,0.0,99.96
Base_Model_944,0,0.0,99.96
Model_Description_PC750LC6,0,0.0,99.96
Base_Model_943,0,0.0,99.96
Base_Model_940,0,0.0,99.96
Base_Model_938,0,0.0,99.96
Base_Model_932,0,0.0,99.96
Model_Description_PC78,0,0.0,99.96
Base_Model_922,0,0.0,99.96
Base_Model_921,0,0.0,99.96
Base_Model_920,0,0.0,99.96
Model_Description_PC75UU,0,0.0,99.96
Model_Description_PC75UR,0,0.0,99.96
Base_Model_973,0,0.0,99.96
Base_Model_974,0,0.0,99.96
Base_Model_A62,0,0.0,99.96
Base_Model_A606,0,0.0,99.96
Base_Model_A600,0,0.0,99.96
Base_Model_A566,0,0.0,99.96
Base_Model_A560,0,0.0,99.96
Base_Model_A556,0,0.0,99.96
Model_Description_PC750LC7,0,0.0,99.96
Base_Model_A525,0,0.0,99.96
Model_Description_PC750SE-6,0,0.0,99.96
Base_Model_A400,0,0.0,99.96
Model_Description_PC75R,0,0.0,99.96
Base_Model_A220,0,0.0,99.96
Model_Description_PC75R-2,0,0.0,99.96
Base_Model_994,0,0.0,99.96
Base_Model_992,0,0.0,99.96
Base_Model_990,0,0.0,99.96
Base_Model_975,0,0.0,99.96
Base_Model_772,0,0.0,99.96
Base_Model_76,0,0.0,99.96
Model_Description_PF55L1,0,0.0,99.96
Model_Description_PC78UU,0,0.0,99.96
Base_Model_456,0,0.0,99.96
Base_Model_455,0,0.0,99.96
Base_Model_453,0,0.0,99.96
Base_Model_4525,0,0.0,99.96
Base_Model_4520,0,0.0,99.96
Base_Model_4500,0,0.0,99.96
Base_Model_450,0,0.0,99.96
Base_Model_4475,0,0.0,99.96
Base_Model_445,0,0.0,99.96
Base_Model_4615,0,0.0,99.96
Base_Model_444,0,0.0,99.96
Base_Model_443,0,0.0,99.96
Base_Model_442,0,0.0,99.96
Base_Model_440,0,0.0,99.96
Base_Model_44,0,0.0,99.96
Base_Model_438,0,0.0,99.96
Base_Model_436,0,0.0,99.96
Model_Description_PC78UU-6,0,0.0,99.96
Base_Model_460,0,0.0,99.96
Base_Model_4625,0,0.0,99.96
Base_Model_751,0,0.0,99.96
Base_Model_5110,0,0.0,99.96
Base_Model_538,0,0.0,99.96
Base_Model_533,0,0.0,99.96
Base_Model_532,0,0.0,99.96
Base_Model_525,0,0.0,99.96
Base_Model_521,0,0.0,99.96
Model_Description_PC78US5,0,0.0,99.96
Base_Model_516,0,0.0,99.96
Base_Model_5130,0,0.0,99.96
Base_Model_5080,0,0.0,99.96
Base_Model_4635,0,0.0,99.96
Base_Model_50,0,0.0,99.96
Base_Model_4CX,0,0.0,99.96
Base_Model_490,0,0.0,99.96
Base_Model_4840,0,0.0,99.96
Base_Model_4810,0,0.0,99.96
Base_Model_475,0,0.0,99.96
Base_Model_465,0,0.0,99.96
Base_Model_4640,0,0.0,99.96
Base_Model_435,0,0.0,99.96
Base_Model_432,0,0.0,99.96
Model_Description_PC80-3,0,0.0,99.96
Base_Model_3900,0,0.0,99.96
Model_Description_PC95,0,0.0,99.96
Model_Description_PC95-1,0,0.0,99.96
Base_Model_3C1550,0,0.0,99.96
Model_Description_PC95R2,0,0.0,99.96
Base_Model_3C1400,0,0.0,99.96
Base_Model_3C,0,0.0,99.96
Base_Model_3984,0,0.0,99.96
Base_Model_3935,0,0.0,99.96
Base_Model_385,0,0.0,99.96
Base_Model_4300,0,0.0,99.96
Base_Model_3800,0,0.0,99.96
Base_Model_380,0,0.0,99.96
Base_Model_375,0,0.0,99.96
Base_Model_370,0,0.0,99.96
Base_Model_365,0,0.0,99.96
Base_Model_3635,0,0.0,99.96
Base_Model_3554,0,0.0,99.96
Base_Model_3500,0,0.0,99.96
Model_Description_PC901,0,0.0,99.96
Base_Model_3D,0,0.0,99.96
Base_Model_3D1700,0,0.0,99.96
Model_Description_PC90,0,0.0,99.96
Model_Description_PC88MR8,0,0.0,99.96
Base_Model_428,0,0.0,99.96
Base_Model_426,0,0.0,99.96
Base_Model_425,0,0.0,99.96
Base_Model_4240,0,0.0,99.96
